,博物馆名称,新闻来源,新闻标题,简介内容,次级新闻网站,新闻发布时间
1772,首都博物馆,['北京日报客户端'],首博9月1日恢复人工讲解，还将陆续增加夜场活动,"“这是北京胡同里最常见的垂花门,算是内外宅的分界线。”七夕节傍晚,首都博物馆五层《京城旧事老北京民俗展》的展厅里,再次传出久违的讲解声。观众们...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6864898566746604045%2F%3Fchannel%3D%26source%3Dsearch_tab,2020年8月25日
1773,首都博物馆,['环球网'],文物+科技“跨界”携手，文明之光浸润人心,"你走进首都博物馆,无需借助实体文物,“互联网+中华文明”数字体验展生动呈现“文物的时空漫游”;你徜徉在良渚古城遗址公园,5G全覆盖的“智慧景区”让...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6909702899207504392%2F%3Fchannel%3D%26source%3Dsearch_tab,2020年12月24日
1774,首都博物馆,['北京日报客户端'],首都博物馆招志愿者了!得满足这个硬指标,"首都博物馆开始招募志愿者了。全年不少于50个小时的服务时长被当做硬指标,列入“招聘信息”。 这轮首博招募4类志愿者。其中基本陈列“京城旧事·老北...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6756863288031592973%2F%3Fchannel%3D%26source%3Dsearch_tab,2019年11月8日
1775,首都博物馆,['景中之旅'],首都博物馆,"首都博物馆以其宏大的建筑、丰富的展览、先进的技术、完善的功能,成为一座大型现代化博物馆,并跻身于“国内一流,国际先进”的博物馆行列。建筑内部分...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6733505028721476100%2F%3Fchannel%3D%26source%3Dsearch_tab,2019年9月7日
1776,首都博物馆,['新京报'],首博新展探秘中轴线近700年来风貌变迁,"昨日,首都博物馆“读城--探秘北京中轴线”展览开幕。图为观众正在观看中轴线建筑群模型。本版摄影/新京报记者 吴宁 “读城”展追溯了忽必烈定都北京...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6772961702406259213%2F%3Fchannel%3D%26source%3Dsearch_tab,2019年12月22日
1777,首都博物馆,['新京报'],探访首都博物馆东馆:为保护文物，用上新机场抗震技术,"新京报快讯(记者 张璐)呈帆船造型的首都博物馆(东馆)已经破土而出,作为副中心三大建筑之一,博物馆(东馆)定位为智慧型综合博物馆。项目内有文物,外临...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6909734108570747406%2F%3Fchannel%3D%26source%3Dsearch_tab,2020年12月24日
1778,首都博物馆,['首都博物馆'],首博春节不打烊，活动开启预约啦!,"留京过年的您,可以前往首博为您打造的专属空间,并通过首都博物馆快手直播平台、首博文化抖音平台连线为您的家人送出新年祝福,也可以让家人下载“首都...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6926702692505207308%2F%3Fchannel%3D%26source%3Dsearch_tab,2021年2月8日
1779,首都博物馆,['北京日报客户端'],首都博物馆开放首日预约“满员”，每个展厅限50人,"“五一放假,有机会走出家门,带着孩子来到首都博物馆,让居家学习了很久的孩子得到一个外出了解北京历史文化知识的机会,我们一家都很高兴!”市民申先生...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6821720305422041613%2F%3Fchannel%3D%26source%3Dsearch_tab,2020年5月1日
1780,首都博物馆,['北京日报客户端'],首博等北京8家博物馆下周二开“夜场”，七夕推出50多项活动,"下周二是农历七月初七,北京大小博物馆将推出50余项丰富多彩的活动,讲民俗。首都博物馆、中华世纪坛艺术馆等8家博物馆届时还将开“夜场”。 梳理50余...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6863365059540681230%2F%3Fchannel%3D%26source%3Dsearch_tab,2020年8月21日
1781,首都博物馆,['戏说电影hhh'],参观首都博物馆一定不要忘记这两点,"幸好民宿附近有一家首都博物馆。 参观博物馆请记住两点,一,要有讲解,你可以请讲解员,也可以租电子导览,最差关注公众号听官方电子导览。二,要带食物和...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6743116542407344648%2F%3Fchannel%3D%26source%3Dsearch_tab,2019年10月2日
1782,首都博物馆,['乐陪娃'],探访首都博物馆，那些逐渐消失的老北京民俗，暑假和孩子一起了解,"这次探访的是首都博物馆的民俗展厅,这里有很多独具特色的民俗,老北京特有的文化在这里展现。 卖冰糖葫芦的吆喝:“蜜嘞哎嗨哎---冰糖葫芦嘞!”遍及各...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6707844278409757192%2F%3Fchannel%3D%26source%3Dsearch_tab,2019年6月29日
1783,首都博物馆,['北京文博'],北京文博 | 明天8:00，敬请关注北京城市广播副中心之声《运河...,"2021年“5.18国际博物馆日”即将到来,今年“国际博物馆日”中国主会场设在首都博物馆。这次活动将全方位集中展示中国博物馆事业发展的最新成果,开幕...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6962890104771707430%2F%3Fchannel%3D%26source%3Dsearch_tab,2021年05月16日
1784,首都博物馆,['北京日报客户端'],到博物馆约会吧!首都博物馆七夕开夜场,"8月7日是中国传统的情人节七夕,为了提供更加丰富的夜间文化活动,北京市商务局和首都博物馆策划推出""携手相伴 和合美美--七夕约会首都博物馆""活动。北...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6720051717880152588%2F%3Fchannel%3D%26source%3Dsearch_tab,2019年8月1日
1785,首都博物馆,['北京文博'],北京文博 | 明天8:00，敬请关注北京城市广播副中心之声《运河...,"2021年“5.18国际博物馆日”即将到来,今年“国际博物馆日”中国主会场设在首都博物馆。这次活动将全方位集中展示中国博物馆事业发展的最新成果,开幕...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6962890104771707430%2F%3Fchannel%3D%26source%3Dsearch_tab,2021年05月16日
1786,首都博物馆,['首都之窗'],奇妙探索延续!这个元宵节夜游博物馆，快来预约吧→,"春节期间有近80万人次市民参观了市属博物馆。北京石刻艺术博物馆、北京文博交流馆(智化寺)、首都博物馆,元宵节期间将延续春节期间的延时开放举措。 ...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6930909770480255501%2F%3Fchannel%3D%26source%3Dsearch_tab,2021年2月19日
1787,首都博物馆,['北京日报客户端'],七夕，来首都博物馆约会吧,"“结婚有六礼,最后一礼叫亲临”“迎亲依仗就是让婚礼人人都知道”……晚上6点钟,首都博物馆的民俗展厅里热闹起来,头发花白的志愿者讲解员吴阿姨正在...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6722399511047569928%2F%3Fchannel%3D%26source%3Dsearch_tab,2019年8月7日
1788,首都博物馆,['央视新闻'],庆祝中国共产党成立100周年特展举行 280组件文物藏品再现历史,"该展览是首都博物馆联合上海市历史博物馆、河北博物院、中共一大会址纪念馆、西柏坡纪念馆共同主办的。展览集结了各馆共280组件文物藏品,展示了中国...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6939040864224150023%2F%3Fchannel%3D%26source%3Dsearch_tab,2021年3月13日
1789,首都博物馆,['光明网'],首都博物馆开新展 22件文物邀观众一起“读”中轴,"北京青年报讯(记者 赵婷婷)《读城--探秘北京中轴线》展昨天在首都博物馆拉开帷幕。22件文物辅之以多种资料、展品从北京中轴线的形成、变迁、发展,到...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6773082265376260616%2F%3Fchannel%3D%26source%3Dsearch_tab,2019年12月22日
1790,首都博物馆,['煮酒君'],北京城中轴线:民族性格的体现,"9月8日上午,参观了首都博物馆“探秘北京中轴线”的展览,“中轴线”是北京的脊梁和灵魂,更是传统文化在城市建筑上的反映。 正所谓"" 中庸之为德也,其至...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6870417696320651784%2F%3Fchannel%3D%26source%3Dsearch_tab,2020年9月10日
1791,首都博物馆,['首都博物馆'],首都博物馆新冠肺炎疫情防控物证资料征集工作回顾,"留住当下的城市记忆是首都博物馆的历史使命,也是首都博物馆始终秉承“为了明天收藏今天”的社会职责。早在2003年,首都博物馆便征集了两千余件记录了...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6926388842085843467%2F%3Fchannel%3D%26source%3Dsearch_tab,2021年2月7日
1792,首都博物馆,['北青网'],首都博物馆春节期间开放“夜游”,"北京商报讯(记者 胡晓钰)据首都博物馆官微2月5日消息,春节期间该馆不闭馆,从大年三十至大年初七全程开放。为了让市民在假期畅游,首博从初一至初六,以...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6925676259490038286%2F%3Fchannel%3D%26source%3Dsearch_tab,2021年2月5日
1793,首都博物馆,['以史为鉴'],有7个牛头的青铜器你见过吗?它现在是首都博物馆的镇馆之宝,"本期以史为鉴跟大家介绍一下首都博物馆的一件镇馆之宝:来自西周初期的青铜伯矩鬲(li)。 一、七牛首 伯矩鬲(li),全名为“ 牛头纹带盖伯矩鬲 ”,通高3...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6694071495171244547%2F%3Fchannel%3D%26source%3Dsearch_tab,2019年5月23日
1794,首都博物馆,['北京旅游网官方号'],首都博物馆10月1日、2日闭馆公告,"首都博物馆以其宏大的建筑、丰富的展览、先进的技术、完善的功能,成为一座与北京“历史文化名城”、“文化中心” 和“国际化大都市”地位相称的大型...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6737184421528470020%2F%3Fchannel%3D%26source%3Dsearch_tab,2019年9月16日
1795,首都博物馆,['新京报'],“七夕”约会博物馆，首都博物馆延长开馆至20时,"新京报快讯(记者 陈琳)今年的8月7日是农历七夕,又称“乞巧节”。当天,首都博物馆将延长开馆至20时,同时策划一系列以馆藏精品中爱情元素为切入点的创...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6720057933389906435%2F%3Fchannel%3D%26source%3Dsearch_tab,2019年8月1日
1796,首都博物馆,['首都之窗'],周末去哪儿|走呀，元旦去逛博物馆,"12月18日上午,中国首都博物馆与波兰弗罗茨瓦夫国立博物馆共同主办的《重生:巴洛克时期的西里西亚--波兰弗罗茨瓦夫国立博物馆馆藏精品展》开展。展览...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6640033588408484366%2F%3Fchannel%3D%26source%3Dsearch_tab,2018年12月28日
1797,首都博物馆,['澎湃新闻'],首都博物馆:除了生肖展，更有从未展过的阿里古象雄文物,"戊戌狗年,首都博物馆春节期间为公众献上两道文化大餐--《瑞犬望春风--戊戌狗年生肖文化展》、《天路文华--西藏历史文化展》,其中“戊戌狗年生肖文化...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6519979301234803203%2F%3Fchannel%3D%26source%3Dsearch_tab,2018年2月8日
1798,首都博物馆,['北京文博'],北京文博|“博物馆，有范逛”，带你逛首都博物馆,"首都博物馆启动第三期近现代藏品征集,其中和老手艺相关的藏品是重点。百年老手艺是老北京城市文化、民俗文化的重要组成部分,是人们儿时的回忆。随着...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6616277241082937864%2F%3Fchannel%3D%26source%3Dsearch_tab,2018年10月25日
1799,首都博物馆,['新京报'],首都博物馆春节文化庙会取消，每日仅限三千人预约进馆,"新京报快讯(记者 倪伟)首都博物馆今天(1月23日)发布公告,为做好新型冠状病毒肺炎疫情防控,在确保春节期间开放时间不变和全部展厅开放的前提下,实行严...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6785090526283563534%2F%3Fchannel%3D%26source%3Dsearch_tab,2020年1月23日
1800,首都博物馆,['新京报'],非遗制作、生肖纸艺、戏曲联唱……首博文化庙会了解一下,"新京报快讯(记者 马瑾倩)春节怎么过?首都博物馆今天(1月17日)推出新“菜单”。今年首都博物馆第一次尝试立体文创产品,从1月17日开始至2月24日,将推出...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6782845354569105931%2F%3Fchannel%3D%26source%3Dsearch_tab,2020年1月17日
1801,首都博物馆,['中国经济网'],2019年首都博物馆推出八个重点展览,"经济日报-中国经济网北京1月29日讯(记者成琪) 记者从首都博物馆举办的“2019年媒体发布会”上获悉,2019年首都博物馆将举办八个重点展览。此外,首都博...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6651738394147684867%2F%3Fchannel%3D%26source%3Dsearch_tab,2019年1月29日
1802,首都博物馆,['光明网'],直播:70年我与新中国同行“史观北京”系列直播之首都博物馆,"主题直播第九场走进首都博物馆。此次直播联合北京市文物局共同推出,通过微博@北京发布 、@北京文博 、@光明网、一直播平台带网友们通过各类精美文物...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6745613484295193099%2F%3Fchannel%3D%26source%3Dsearch_tab,2019年10月9日
1803,首都博物馆,['首都博物馆'],牛年春节，和首博一起“线上过大年”,"观众朋友们在抖音平台创建话题词#2021寻找你身边的年味 并@首都博物馆的官方抖音账号,发布自己身边和过年相关的视频,我们将从中选出十个优秀作品,送...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6925644972548964876%2F%3Fchannel%3D%26source%3Dsearch_tab,2021年2月5日
1804,首都博物馆,['新华网客户端'],守得住清贫 耐得住寂寞:访首都博物馆一线工作者,"新华网北京4月30日电(王莹)最近,首都博物馆里的观众络绎不绝,人们被正在举办的文艺复兴时期意大利艺术、文化和生活展吸引,纷至沓来。来自乌菲齐美术...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6550004567973560840%2F%3Fchannel%3D%26source%3Dsearch_tab,2018年4月30日
1805,首都博物馆,['光明网'],首都博物馆展出104幅照片回顾北京公园旧貌新颜,"新华网北京7月13日电(记者魏梦佳)在正在进行的首都博物馆的《园说--北京古典名园文物展》上,104幅照片于13日集中亮相,展示半个多世纪以来北京著名公...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6713079342882112014%2F%3Fchannel%3D%26source%3Dsearch_tab,2019年7月13日
1806,首都博物馆,['环球网'],首都博物馆春节假期取消团队参观,"#首博公告# 首都博物馆关于做好观众春节期间新型冠状病毒防控的温馨提示 亲爱的各位首博观众: 春节将至,我们为您准备了丰富多彩的节日文化活动,但做...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6785108465514709518%2F%3Fchannel%3D%26source%3Dsearch_tab,2020年1月23日
1807,首都博物馆,['全球博物馆'],首都博物馆馆藏的精美玉器珍品,"白玉仿痕都斯坦菊瓣碗 痕都斯坦约在今巴基斯坦北部、阿富汗东部一带地区,此地盛产玉石,玉雕业发达。痕都斯坦玉约在清乾隆时期开始进入内廷,乾隆帝非常...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6580422389736145411%2F%3Fchannel%3D%26source%3Dsearch_tab,2018年7月21日
1808,首都博物馆,['南方都市报'],首都博物馆90件清代至民国山水画到深圳，呈现北京画坛独特面貌,"首都博物馆副馆长杨文英在致辞中说道,清代至民国的三百年间,中国社会从繁荣稳定走向衰落巨变,西方列强用坚船利炮打开了中国的大门。变法维新、救亡图...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6772369546184491534%2F%3Fchannel%3D%26source%3Dsearch_tab,2019年12月20日
1809,首都博物馆,['新京报'],去首博读懂北京城“读城--探秘北京中轴线”开幕,"新京报讯 12月21日,首都博物馆“读城--探秘北京中轴线”展览开幕。展览通过“溯·前世传奇”、“探·大国意蕴”、“话·今生新姿”三个篇章,展现了北...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6772782331666104846%2F%3Fchannel%3D%26source%3Dsearch_tab,2019年12月21日
1810,首都博物馆,['光明网'],“祝福祖国 祝福北京”优秀摄影作品展在首都博物馆开展,"9月15日,第十一届“爱北京 照北京”之“祝福祖国 祝福北京”群众摄影文化活动优秀摄影作品展在首都博物馆拉开序幕,喜迎新中国71华诞。 此次展览以“...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6877775232007209485%2F%3Fchannel%3D%26source%3Dsearch_tab,2020年9月29日
1811,首都博物馆,['北京印象1999'],这个博物馆设计新颖，藏品价值连城，还免费，值得一去(建筑篇),"首都博物馆简称首博,位于北京长安街西延长线上、白云路的西侧,复兴门外大街16号。集收藏、展览、研究、考古、公共教育、文化交流于一体的博物馆,是北...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6867336951264084488%2F%3Fchannel%3D%26source%3Dsearch_tab,2020年9月1日
1812,首都博物馆,['傲视天下8468'],首都博物馆,"9月22日上午,中央戏剧学院和首都博物馆战略合作协议签署仪式在东城校区举行。首都博物馆党委书记白杰,党委副书记、馆长韩战明,领导班子成员及办公室...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6782886869886566924%2F%3Fchannel%3D%26source%3Dsearch_tab,2020年1月17日
1813,大钟寺古钟博物馆,['新京报'],今天，首博等多家博物馆延长开放时间,"其中,北京文博交流馆延时开放时间为17时至20时,将举办京音乐展演。大钟寺古钟博物馆延时,北京辽金城垣博物馆延时至19时,北京石刻艺术博物馆延时至19...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6963438396710748686%2F%3Fchannel%3D%26source%3Dsearch_tab,2021年58分钟前
1814,大钟寺古钟博物馆,['首都之窗'],博物馆有意思丨“文艺范儿”的博物馆安排上!这些博物馆明天免费~,"2020年大钟寺古钟博物馆被评为“廉政教育基地”。今年国际博物馆日特别策划“寻宝游”活动。观众将通过手中《寻宝册》的提示,寻找馆内代表性藏品,聆...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6963252423636812301%2F%3Fchannel%3D%26source%3Dsearch_tab,2021年05月18日
1815,大钟寺古钟博物馆,['千禧龙VLOG'],国际博物馆日，收集整理了北京地区166家博物馆展览馆，建议收藏,大钟寺古钟博物馆 北京市海淀区北三环西路甲31号010-82138913 北京古代建筑博物馆 北京市西城区东经路21号010-63045608 中国电信博物馆 北京市海淀区...,https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6961681592242782752%2F%3Fchannel%3D%26source%3Dsearch_tab,2021年43分钟前
1816,大钟寺古钟博物馆,['占尽春色'],过北京大钟寺,"注:大钟寺古钟博物馆位于京城名刹大钟寺内。大钟寺原名觉生寺,因寺内珍藏国宝、永乐大佛钟,故俗称""大钟寺""。馆藏文物各类古钟400余件 永乐大钟是明成...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6963066129682072071%2F%3Fchannel%3D%26source%3Dsearch_tab,2021年05月17日
1817,大钟寺古钟博物馆,['京华丹心'],“5·18国际博物馆日”爱国主义教育基地精彩活动等你来,二、觉生寺·寻宝游活动 鉴于大钟寺古钟博物馆2020年被评为“廉政教育基地”。今年该馆国际博物馆日特别策划“寻宝游”活动。观众将通过手中《寻宝...,https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6963266057964405286%2F%3Fchannel%3D%26source%3Dsearch_tab,2021年05月18日
1818,大钟寺古钟博物馆,['新华网客户端'],首博等多家博物馆今天延长开放时间,"其中,北京文博交流馆延时开放时间为17时-20时,将举办京音乐展演。大钟寺古钟博物馆延时,北京辽金城垣博物馆延时至19时,北京石刻艺术博物馆延时至19时...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6963407698855461389%2F%3Fchannel%3D%26source%3Dsearch_tab,2021年05月18日
1819,大钟寺古钟博物馆,['北京波波看世界'],一见“钟情”大钟寺古钟博物馆藏钟,"现在的大钟寺已被辟为古钟博物馆,馆内陈列着400余口先秦以来的古钟,大大小小,材质多样,造型各异,向人们展示着我国2000多年来冶炼技术的发展进程。",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6960249812579041822%2F%3Fchannel%3D%26source%3Dsearch_tab,2021年05月09日
1820,大钟寺古钟博物馆,['话说古建筑'],中国古钟博物馆--觉生寺,"12月9日起,大钟寺古钟博物馆对外开放时间将延长半小时,调整为每周二至周日9时至17时,每日16时30分停止售票。每周一闭馆。此前,该馆开放时间为每周二...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6959904800142066214%2F%3Fchannel%3D%26source%3Dsearch_tab,2021年5月8日
1821,大钟寺古钟博物馆,['北京日报客户端'],今日起，大钟寺古钟博物馆每日开放时间延长半小时,"二号带二宝来到了大钟寺博物馆博物馆,是博物馆珍藏了很多大钟,永乐大钟铸于明朝,至今已经有了5个多世纪的历史。永乐大钟高6.75米,直径3.3米,重约46....",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6904162024499020296%2F%3Fchannel%3D%26source%3Dsearch_tab,2020年12月9日
1822,大钟寺古钟博物馆,['安妮巴顿'],北京最低调的博物馆，却藏着一个“大宝贝”，清代皇帝都来此祈雨,"这里就是曾经的北京城名刹大钟寺,现在的大钟寺古钟博物馆。 如果不是刚好经过此处,纵然不会发现这么一个地方。既然路过,也刚好有时间,好奇心驱使,便...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6885979185550983691%2F%3Fchannel%3D%26source%3Dsearch_tab,2020年10月21日
1823,大钟寺古钟博物馆,['苏雨农的长镜头'],京城闹市寻幽(87):大钟寺，钟声悠扬历史悠远,"古钟博物馆,也就是俗称的大钟寺,位于北三环路边,这里车流滚滚,周边住宅林立,是个热闹所在。然而大钟寺本身占地面积不小,在这寸土寸金的地段,又显得在...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6760549626794738190%2F%3Fchannel%3D%26source%3Dsearch_tab,2019年11月18日
1824,大钟寺古钟博物馆,['北京吃货小分队'],北京小众博物馆清单 · 藏不住了,"大钟寺古钟博物馆 || “中国最大的青铜钟” 馆内展览:大钟寺原名觉生寺,寺内藏有清乾隆朝钟,最著名的是中国最大的青铜钟--永乐大钟,大钟寺因此得名。...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6885524155601519111%2F%3Fchannel%3D%26source%3Dsearch_tab,2020年10月20日
1825,大钟寺古钟博物馆,['新华网客户端'],博物馆里寻味一个中国年,"去北京大钟寺古钟博物馆听编钟演奏……春节期间,各地博物馆通过举办线下活动、推出新春特展、开放夜游等方式,为游客呈上了一道可赏可听可玩的年味大...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6932027172039164430%2F%3Fchannel%3D%26source%3Dsearch_tab,2021年2月22日
1826,大钟寺古钟博物馆,['环球网'],北京:过大年 47家博物馆推182项展览活动,"2021年的“博物馆里过大年”活动以2020年12月31日大钟寺古钟博物馆第39届“辞旧迎新鸣钟祈福”活动为起点,至2021年2月26日(元宵节)结束,共计58天。",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6924122496937493000%2F%3Fchannel%3D%26source%3Dsearch_tab,2021年2月1日
1827,大钟寺古钟博物馆,['1039俱乐部'],慧旅行 | 去大钟寺古钟博物馆一探究竟,"说到大钟寺古钟博物馆,可能大家还是比较陌生的,但是咱们有个地名就叫大钟寺,相信大家多多少少还是能过听到过,北京地铁十三号线、北京公交线路上都有...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6896401455129838083%2F%3Fchannel%3D%26source%3Dsearch_tab,2020年11月18日
1828,大钟寺古钟博物馆,['吾影吾行'],北京古钟博物馆，珍藏有历史悠久的永乐大钟，钟古景美周三还免费,"大钟寺古钟博物馆位于北京市海淀区北三环西路,是全国重点文物保护单位,是一座具有古钟收藏、保管、陈列、研究、开发利用等多种功能的专题性博物馆。...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6893865296990306823%2F%3Fchannel%3D%26source%3Dsearch_tab,2020年11月12日
1829,大钟寺古钟博物馆,['北京吃货小分队'],北京秘境 · 藏着世界之最的百年古寺,"大钟寺古钟博物馆,原名觉生寺,建于清雍正十一年(1733年),现在院内“敕建觉生寺”的匾额就是当时由雍正亲笔书写的。 到乾隆八年(1743年),乾隆帝将位于...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6946030140480635400%2F%3Fchannel%3D%26source%3Dsearch_tab,2021年4月1日
1830,大钟寺古钟博物馆,['环球网'],北京33家博物馆回归!名单来啦,"大钟寺古钟博物馆 开放时间:9:30-16:00 北京石刻艺术博物馆 如不能按期参观,至少前起2个小时取消预约。爽约2次者,账号将被冻结7天。 中华世纪坛艺术...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6857786283234689549%2F%3Fchannel%3D%26source%3Dsearch_tab,2020年8月6日
1831,大钟寺古钟博物馆,['北京日报客户端'],“踏月而来”，别有意趣!元宵节北京博物馆夜场真热闹,"大钟寺古钟博物馆26日晚上也延时开放至19时30分。18时,大钟寺编钟奏响一曲新年好,为新年祝福。参加活动的观众,还领取了博物馆赠送的灯笼。 “如果没...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6933531297411252739%2F%3Fchannel%3D%26source%3Dsearch_tab,2021年2月26日
1832,大钟寺古钟博物馆,['过期游记'],位于北三环的低调博物馆:北京大钟寺古钟博物馆,"大钟寺这个地方很多人知道是源于13号线有这么一站,可是你知道它的前世今生吗?大钟寺古钟博物馆位于北京城名刹大钟寺内。原名觉生寺,始建于清雍正十一...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6865519646871650829%2F%3Fchannel%3D%26source%3Dsearch_tab,2020年8月27日
1833,大钟寺古钟博物馆,['棉花糖小兜儿'],北京市区三环路边的古寺，敕建觉生寺的前世今生与它相随287年,"图片来源:大钟寺古钟博物馆 那么,“一口钟”又指北京城的哪一口钟呢?相信很多人都不会陌生,就是大钟寺的永乐大钟。每逢干旱的时候,皇帝就要到大钟寺...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6865655465431269896%2F%3Fchannel%3D%26source%3Dsearch_tab,2020年8月27日
1834,大钟寺古钟博物馆,['光明网'],趣说北京|数错了?老北京口中的“九坛八庙一口钟”其实有11座坛,"明永乐青铜大钟,为大钟寺古钟博物馆的镇馆之宝,是古钟上铭文最多的青铜佛钟,全钟上下内外共铸造有梵汉佛教经咒120余种,计23万余字,其中有梵文5000多...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6804635977970090504%2F%3Fchannel%3D%26source%3Dsearch_tab,2020年3月16日
1835,大钟寺古钟博物馆,['人民网'],大钟寺内观古钟,"大钟寺古钟博物馆位于大钟寺内 该寺原名觉生寺,始建于雍正十一年 曾是皇家祈雨、举行佛事活动的场所 因寺内珍藏一口明永乐年间的佛钟 故又俗称为“大...",https://so.toutiao.com/search/jump?url=http%3A%2F%2Fwww.toutiao.com%2Fa6834977128514060807%2F%3Fchannel%3D%26source%3Dsearch_tab,2020年6月6日
